street_name,latitude,longitude
"MT ABRAHAM AVENUE, SAN DEIGO",32.8156983,-117.1758469
"COWLES MTN BOULEVARD, SAN DEIGO",32.8047352,-117.0248246
"RANCHO DRIVE, SAN DEIGO",32.676752,-117.0643655
"59TH STREET, SAN DEIGO",32.7617429,-117.0707772
"NARANJA STREET, SAN DEIGO",32.708621,-117.0828461
"CAMPANILE DRIVE, SAN DEIGO",32.7699714,-117.0719063
"PASEO DEL OCASO  , SAN DEIGO",32.8563213,-117.254634
"STERLING COURT, SAN DEIGO",32.7445184,-117.0862544
"MONTE VISTA AVENUE, SAN DEIGO",32.8349006,-117.2793294
"GAMMA STREET, SAN DEIGO",32.6897952,-117.107038
"DISTRIBUTION AVENUE, SAN DEIGO",32.8832974,-117.1630001
"PINECREST AVENUE, SAN DEIGO",32.798199,-117.1422749
"CLAYTON DRIVE, SAN DEIGO",32.8948514,-117.1310189
"MISSION AVENUE, SAN DEIGO",32.7594992,-117.1423862
"AVNDA DE LAS VISTAS  , SAN DEIGO",32.5822973,-117.0092733
"EVENING CREEK S DRIVE, SAN DEIGO",32.9552017,-117.0986082
"COLINA DORADA DRIVE, SAN DEIGO",32.8163864,-117.0779985
"PRODUCTION AVENUE, SAN DEIGO",32.8824291,-117.1658427
"WUNDERLIN AVENUE, SAN DEIGO",32.7145271,-117.0580528
"HARDY AVENUE, SAN DEIGO",32.7725667,-117.0730736
"GREENFORD DRIVE, SAN DEIGO",32.9109641,-117.1313578
"JOHN J MONTGOMERY DRIVE, SAN DEIGO",32.8113454,-117.1402325
"ADELAIDE AVENUE, SAN DEIGO",32.7576053,-117.0702219
"STADIUM STREET, SAN DEIGO",32.8485625,-117.212921
"HIGH AVENUE, SAN DEIGO",32.8404106,-117.2701294
"GRAND DEL MAR COURT, SAN DEIGO",32.9393148,-117.1977375
"SPRUCE STREET, SAN DEIGO",32.7387076,-117.1617182
"SEMINOLE DRIVE, SAN DEIGO",32.7630681,-117.060677
"DUNLOP STREET, SAN DEIGO",32.7857669,-117.1675905
"FAIRGROVE LANE, SAN DEIGO",32.9574959,-117.1230758
"RIVER RUN DRIVE, SAN DEIGO",32.7780577,-117.1333008
"BENSON AVENUE, SAN DEIGO",32.7050635,-117.0555264
"MILBRAE STREET, SAN DEIGO",32.70226299999999,-117.113585
"RIVIERA SHORES STREET, SAN DEIGO",32.5718201,-117.0376266
"HERMAN AVENUE, SAN DEIGO",32.7428722,-117.1260841
"GILL VILLAGE WAY, SAN DEIGO",32.7744971,-117.1468157
"JARVIS STREET, SAN DEIGO",32.7282965,-117.228348
"QUIVIRA COURT, SAN DEIGO",32.7590558,-117.2414402
"EXECUTIVE WAY, SAN DEIGO",32.8753103,-117.2098864
"DUVAL STREET, SAN DEIGO",32.7227452,-117.090571
"JUDSON STREET, SAN DEIGO",32.785944,-117.1625441
"COTTONWOOD STREET, SAN DEIGO",32.6847654,-117.1094026
"CAUBY STREET, SAN DEIGO",32.7495011,-117.2089196
"CHANDLER DRIVE, SAN DEIGO",32.8254027,-117.1716501
"KEATING STREET, SAN DEIGO",32.7460172,-117.1800068
"SCRIPPS HIGHLANDS DRIVE, SAN DEIGO",32.9358253,-117.1075794
"TORREY PINES SCENIC DRIVE, SAN DEIGO",32.8886391,-117.2481386
"I-15 NB  , SAN DEIGO",32.7242974,-117.1448537
"EL CARMEL PLACE, SAN DEIGO",32.7785132,-117.2500806
"QUADRA AVENUE, SAN DEIGO",32.5628413,-117.0714833
"DAYTON STREET, SAN DEIGO",32.7586519,-117.0773861
"CARDINAL DRIVE, SAN DEIGO",32.7847571,-117.15716
"VILLAGE WAY, SAN DEIGO",32.9620998,-117.1894965
"LOMICA DRIVE, SAN DEIGO",33.011356,-117.0674599
"BETA STREET, SAN DEIGO",32.691332,-117.1089527
"MISSION BAY  , SAN DEIGO",32.7778125,-117.226457
"MILTON STREET, SAN DEIGO",32.78371540000001,-117.1979645
"DENVER STREET, SAN DEIGO",32.7881164,-117.203695
"MT AGUILAR DRIVE, SAN DEIGO",32.8171016,-117.1740853
"PRAIRIE MOUND WAY, SAN DEIGO",32.6937004,-117.0311966
"CAMINO DEL SUR  , SAN DEIGO",32.9772032,-117.1472087
"IONA DRIVE, SAN DEIGO",32.7123101,-117.0690036
"DAGGET STREET, SAN DEIGO",32.8235989,-117.1548195
"TONAWANDA DRIVE, SAN DEIGO",32.6658484,-117.0580777
"FIGUEROA BOULEVARD, SAN DEIGO",32.8042401,-117.2192826
"REPECHO DRIVE, SAN DEIGO",32.8309299,-117.1121862
"EASTER WAY, SAN DEIGO",32.8803895,-117.2118599
"ENCINA DRIVE, SAN DEIGO",32.6971627,-117.0781344
"IVY STREET, SAN DEIGO",32.7285902,-117.1257625
"MANITOU WAY, SAN DEIGO",32.833611,-117.1947475
"ROYAL OAK DRIVE, SAN DEIGO",32.7039742,-117.0264901
"KELOWNA ROAD, SAN DEIGO",32.9273628,-117.1408691
"OLIVETAS AVENUE, SAN DEIGO",32.8366043,-117.2789806
"LEHRER DRIVE, SAN DEIGO",32.838267,-117.1853962
"MESSINA DRIVE, SAN DEIGO",32.7037234,-117.106459
"HAWK STREET, SAN DEIGO",32.7476701,-117.1722805
"FIRETHORN STREET, SAN DEIGO",32.5785016,-117.0403221
"DECORO STREET, SAN DEIGO",32.8641526,-117.2140271
"NIMITZ  , SAN DEIGO",32.73960539999999,-117.2315293
"PROSPECT PLACE, SAN DEIGO",32.8474548,-117.2677233
"MOBLEY STREET, SAN DEIGO",32.7964073,-117.1354648
"JADE COAST DRIVE, SAN DEIGO",32.9022093,-117.1394303
"VIA DEL CAMPO  , SAN DEIGO",33.0195352,-117.0925986
"ELDER AVENUE, SAN DEIGO",32.5783683,-117.0984667
"GOLF COURSE DRIVE, SAN DEIGO",32.7234032,-117.1361611
"CALLE TRES LOMAS  , SAN DEIGO",32.6763245,-117.0557829
"HUGO STREET, SAN DEIGO",32.7283661,-117.2314661
"BOB WILSON DRIVE, SAN DEIGO",32.7256048,-117.1434169
"DECENA DRIVE, SAN DEIGO",32.7862836,-117.0967665
"LEMONA AVENUE, SAN DEIGO",32.7444993,-117.0841482
"DANA LANDING ROAD, SAN DEIGO",32.7655575,-117.2371148
"PLAZA BOULEVARD, SAN DEIGO",32.6947461,-117.0593074
"ROSWELL STREET, SAN DEIGO",32.715021,-117.0777295
"AVNDA MAGNIFICA  , SAN DEIGO",32.9108082,-117.0778438
"SPINDRIFT DRIVE, SAN DEIGO",32.8511519,-117.2616604
"EL PASEO GRANDE  , SAN DEIGO",32.8573529,-117.2554321
"ERMA ROAD, SAN DEIGO",32.9213109,-117.1148862
"OUTER ROAD, SAN DEIGO",32.5771447,-117.0815727
"WARD ROAD, SAN DEIGO",32.7610918,-117.1129275
"BONITA DRIVE, SAN DEIGO",32.6964243,-117.077774
"LA JOLLA FARMS ROAD, SAN DEIGO",32.8801003,-117.2477134
"VIA TONGA  , SAN DEIGO",32.5794714,-117.0612526
"RENAISSANCE AVENUE, SAN DEIGO",32.8687409,-117.2038599
"DIANE AVENUE, SAN DEIGO",32.8369138,-117.1870547
"EASTGATE DRIVE, SAN DEIGO",32.8841226,-117.1969415
"CARMEL MOUNTAIN ROAD, SAN DEIGO",32.9630893,-117.1307777
"STATION VILLAGE LANE, SAN DEIGO",32.7734419,-117.1464404
"VISTA AVENUE, SAN DEIGO",32.5594293,-117.0509617
"VILLAGE GLEN DRIVE, SAN DEIGO",32.8049627,-117.1313652
"FORDHAM STREET, SAN DEIGO",32.7502454,-117.2141903
"QUIVIRA WAY, SAN DEIGO",32.7590108,-117.2367824
"CAM DEL RIO N  , SAN DEIGO",32.773866,-117.1312841
"DARDAINA DRIVE, SAN DEIGO",32.6669557,-117.0561215
"GILMAN COURT, SAN DEIGO",32.8490971,-117.2362976
"WESTCHESTER AVENUE, SAN DEIGO",32.9071047,-117.1271785
"REX AVENUE, SAN DEIGO",32.7482043,-117.0825142
"MARINE VIEW AVENUE, SAN DEIGO",32.6838395,-117.1083213
"CALIFORNIA STREET, SAN DEIGO",32.7391204,-117.1798099
"CAMTO QUIXOTE  , SAN DEIGO",32.5786693,-117.059732
"COUNTRY CLUB DRIVE, SAN DEIGO",32.839886,-117.2621134
"NEPTUNE PLACE, SAN DEIGO",32.8308766,-117.2806769
"RENO DRIVE, SAN DEIGO",32.7487904,-117.0910746
"CAMTO ARCADA  , SAN DEIGO",32.9321564,-117.0950762
"BONAIR STREET, SAN DEIGO",32.8306916,-117.2763785
"WING STREET, SAN DEIGO",32.748239,-117.2139834
"BETHUNE COURT, SAN DEIGO",32.72143570000001,-117.0748681
"BALBOA ARMS DRIVE, SAN DEIGO",32.8231651,-117.1793093
"STONEY PEAK DRIVE, SAN DEIGO",32.978503,-117.0798555
"NOGAL STREET, SAN DEIGO",32.7059317,-117.0921461
"CASEY STREET, SAN DEIGO",32.6791347,-117.0364214
"VALENCIA PARKWAY, SAN DEIGO",32.700891,-117.0696231
"IMPERIAL  , SAN DEIGO",32.5839444,-117.1130849
"JEFFERSON STREET, SAN DEIGO",32.750348,-117.1948808
"CAVE STREET, SAN DEIGO",32.8480866,-117.2709075
"BUNKER HILL STREET, SAN DEIGO",32.8042909,-117.212197
"NILE STREET, SAN DEIGO",32.7410059,-117.1193867
"GLORIA STREET, SAN DEIGO",32.7004455,-117.0904858
"PIPER RANCH ROAD, SAN DEIGO",32.568653,-116.9537139
"ETIWANDA STREET, SAN DEIGO",32.7488841,-117.2368947
"Z STREET, SAN DEIGO",32.6929058,-117.1134993
"DALEY CENTER DRIVE, SAN DEIGO",32.8034411,-117.1173687
"COLUMBINE STREET, SAN DEIGO",32.7360833,-117.1021061
"VARNEY DRIVE, SAN DEIGO",32.6966454,-117.0596242
"TOMMY DRIVE, SAN DEIGO",32.8039371,-117.0176908
"JELLETT STREET, SAN DEIGO",32.787412,-117.1984022
"MT ARIANE DRIVE, SAN DEIGO",32.8060179,-117.1867107
"MORNINGSIDE STREET, SAN DEIGO",32.672577,-117.063248
"ATLAS STREET, SAN DEIGO",32.8077426,-117.1582193
"INDIANA STREET, SAN DEIGO",32.7443385,-117.1461987
"ALCALA PARK  , SAN DEIGO",32.7686789,-117.1952808
"GLENWOOD DRIVE, SAN DEIGO",32.7415449,-117.1774143
"MATURIN DRIVE, SAN DEIGO",33.0026465,-117.0872936
"GOODE STREET, SAN DEIGO",32.6869608,-117.0313435
"GENTER STREET, SAN DEIGO",32.8369083,-117.2739226
"VALLECITOS  , SAN DEIGO",32.8555509,-117.2541432
"HONEY DRIVE, SAN DEIGO",32.6861023,-117.0422672
"ARIVA WAY, SAN DEIGO",32.8277053,-117.1395588
"MORRELL STREET, SAN DEIGO",32.7987093,-117.2326959
"REEF DRIVE, SAN DEIGO",32.5808989,-117.064614
"CAM PLAYA CARMEL  , SAN DEIGO",32.8374503,-117.0897292
"ROSEWOOD STREET, SAN DEIGO",32.8007837,-117.2132123
"ATHEY AVENUE, SAN DEIGO",32.5655686,-117.0530654
"LARAMIE WAY, SAN DEIGO",32.8060267,-117.0705799
"GURNARD STREET, SAN DEIGO",32.8078658,-117.1052222
"KARMA DRIVE, SAN DEIGO",32.9200283,-117.1220047
"BENJAMIN HOLT ROAD, SAN DEIGO",32.6900748,-117.0494341
"SAN VICENTE STREET, SAN DEIGO",32.7112538,-117.0298508
"SILVERTON AVENUE, SAN DEIGO",32.8908292,-117.1501416
"VIA LA JOLLA DRIVE, SAN DEIGO",32.8697501,-117.233771
"LORCA DRIVE, SAN DEIGO",32.7573999,-117.0621003
"AFFINITY COURT, SAN DEIGO",32.9234004,-117.1113592
"DEL MONTE AVENUE, SAN DEIGO",32.7406046,-117.2471871
"PACIFIC HIGHLANDS PARKWAY, SAN DEIGO",32.9658206,-117.1928574
"TORREY MEADOWS DRIVE, SAN DEIGO",32.9638121,-117.1561
"ALCOTT STREET, SAN DEIGO",32.740624,-117.2230572
"MT ADA ROAD, SAN DEIGO",32.819359,-117.173439
"BEARDSLEY STREET, SAN DEIGO",32.7020317,-117.14655
"SEA REEF DRIVE, SAN DEIGO",32.5767039,-117.024378
"WOODROW AVENUE, SAN DEIGO",32.7177367,-117.0392133
"LOCKRIDGE STREET, SAN DEIGO",32.7100254,-117.1084214
"TITUS STREET, SAN DEIGO",32.7455535,-117.1840963
"RAEJEAN AVENUE, SAN DEIGO",32.7903284,-117.1427671
"AERO COURT, SAN DEIGO",32.8086079,-117.1485336
"VIEWCREST DRIVE, SAN DEIGO",32.7157397,-117.0391979
"STARLING DRIVE, SAN DEIGO",32.7932803,-117.1554246
"MENKAR ROAD, SAN DEIGO",32.9337302,-117.136704
"POCAHONTAS AVENUE, SAN DEIGO",32.8265318,-117.208809
"MIRAMAR PLACE, SAN DEIGO",32.8820535,-117.1809009
"CASTELAR STREET, SAN DEIGO",32.7499426,-117.2372828
"GLENCOLUM DRIVE, SAN DEIGO",32.8044851,-117.1342609
"WEST PARK AVENUE, SAN DEIGO",32.5554114,-117.0445259
"GRAVITY WAY, SAN DEIGO",32.7200973,-117.0683056
"VIA ALICANTE  , SAN DEIGO",32.8612131,-117.2338937
"PAN AMERICAN WEST ROAD, SAN DEIGO",32.729181,-117.1526392
"OLD MILKY WAY, SAN DEIGO",33.0909928,-117.0044394
"OPPORTUNITY ROAD, SAN DEIGO",32.8253689,-117.1588956
"MEADOWS DEL MAR  , SAN DEIGO",32.9412915,-117.1953097
"MAHAILA AVENUE, SAN DEIGO",32.8696208,-117.2197242
"CAMTO ALVAREZ  , SAN DEIGO",32.9070683,-117.1682475
"MARINE STREET, SAN DEIGO",32.8374055,-117.2784445
"WEST HILLS PARKWAY, SAN DEIGO",32.8415177,-117.0235309
"STARGAZE AVENUE, SAN DEIGO",32.9745132,-117.1308414
"SANTA BARBARA PLACE, SAN DEIGO",32.7741607,-117.2515961
"ROSA LINDA STREET, SAN DEIGO",32.5726391,-117.0577668
"AVA STREET, SAN DEIGO",32.6923099,-117.0690033
"CARMEL RIDGE ROAD, SAN DEIGO",32.977742,-117.072713
"DEL MAR TRAILS ROAD, SAN DEIGO",32.9438956,-117.2233758
"CACTUS ROAD, SAN DEIGO",32.5584132,-116.9884436
"NORDICA AVENUE, SAN DEIGO",32.6858009,-117.1048571
"GARBER AVENUE, SAN DEIGO",32.6697859,-117.0466199
"HANIMAN DRIVE, SAN DEIGO",32.727543,-117.0827299
"SOLITA AVENUE, SAN DEIGO",32.7633136,-117.0552538
"BRIGHTON  , SAN DEIGO",32.768177,-117.167566
"PORTE DE MERANO  , SAN DEIGO",32.8601436,-117.2235879
"FERN AVENUE, SAN DEIGO",32.5746138,-117.0689438
"BUDD STREET, SAN DEIGO",32.8084804,-117.1573681
"SNOOK STREET, SAN DEIGO",32.8126748,-117.105944
"VIA ALCAZAR  , SAN DEIGO",32.7971472,-117.1870301
"WESTBOURNE STREET, SAN DEIGO",32.8325253,-117.2776899
"CAMTO CANTILENA  , SAN DEIGO",33.0510091,-117.0711502
"CAMTO CUERVO  , SAN DEIGO",32.7868354,-117.1117208
"CARMEL VIEW ROAD, SAN DEIGO",32.9411632,-117.2328965
"SUNDEVIL WAY, SAN DEIGO",32.9678885,-117.1161668
"REYNOLDS STREET, SAN DEIGO",32.69451100000001,-117.0852944
"TORREY BLUFF DRIVE, SAN DEIGO",32.9542065,-117.2269091
"DELCARDO AVENUE, SAN DEIGO",32.5844782,-117.0417178
"TERRACE DRIVE, SAN DEIGO",32.7617916,-117.1083997
"I-805 NB  , SAN DEIGO",32.6771871,-117.0879123
"APOLLO STREET, SAN DEIGO",32.8081625,-117.1625214
"CHILDRENS WAY, SAN DEIGO",32.798227,-117.1507997
"RED CEDAR DRIVE, SAN DEIGO",32.9082242,-117.0914576
"BLACK CORAL WAY, SAN DEIGO",32.5874066,-117.0233552
"TAURUS PLACE, SAN DEIGO",32.9227581,-117.1333131
"TONY GWYNN DRIVE, SAN DEIGO",32.7070377,-117.1582559
"STROMESA COURT, SAN DEIGO",32.8926336,-117.148032
"MYRTLE WAY, SAN DEIGO",32.7419242,-117.1544531
"BUENOS AVENUE, SAN DEIGO",32.7683932,-117.2009616
"ENCINITAS AVENUE, SAN DEIGO",32.7093914,-117.0245469
"SALIX PLACE, SAN DEIGO",32.9396099,-117.1557006
"GLACIER AVENUE, SAN DEIGO",32.7887631,-117.0929239
"HOLABIRD STREET, SAN DEIGO",32.7887574,-117.0957988
"BAJA DRIVE, SAN DEIGO",32.7667418,-117.0746284
"BALMORAL DRIVE, SAN DEIGO",32.7078896,-117.0703595
"GUIZOT STREET, SAN DEIGO",32.7368937,-117.2464078
"AVENUE OF NATIONS  , SAN DEIGO",32.8970389,-117.0994191
"COAST WALK, SAN DEIGO",32.8481814,-117.2673382
"HEATHERTON COURT, SAN DEIGO",32.9449091,-117.0882675
"CHARING STREET, SAN DEIGO",32.8219801,-117.1712444
"EPANOW AVENUE, SAN DEIGO",32.8154485,-117.2029162
"BLUE LAKE DRIVE, SAN DEIGO",32.7918341,-117.0217305
"RUEDA DRIVE, SAN DEIGO",32.822954,-117.0851967
"BRUMBY WAY, SAN DEIGO",32.8059582,-117.1068933
"EXECUTIVE SQUARE, SAN DEIGO",32.8740019,-117.214972
"FORT STOCKTON DRIVE, SAN DEIGO",32.7516963,-117.1802129
"QUIMBY STREET, SAN DEIGO",32.734098,-117.2271181
"VALLEY ROAD, SAN DEIGO",32.6633836,-117.0631238
"BENICIA STREET, SAN DEIGO",32.766685,-117.191811
"CAM DE LA PLAZA, SAN DEIGO",32.9922913,-117.1641679
"CARA WAY, SAN DEIGO",32.940778,-117.1088255
"HAWLEY BOULEVARD, SAN DEIGO",32.7663344,-117.1194519
"BOLTON HALL ROAD, SAN DEIGO",32.5508229,-117.0381553
"BAY BOULEVARD, SAN DEIGO",32.6000412,-117.0917106
"PRINGLE STREET, SAN DEIGO",32.7465907,-117.1809272
"PETERLYNN DRIVE, SAN DEIGO",32.5741563,-117.046231
"LANDSCAPE DRIVE, SAN DEIGO",32.6708705,-117.0526155
"KLEEFELD AVENUE, SAN DEIGO",32.829957,-117.1988177
"CAMINO DEL RIO N  , SAN DEIGO",32.773866,-117.1312841
"MT ETNA DRIVE, SAN DEIGO",32.8217735,-117.188717
"INDUSTRIAL BOULEVARD, SAN DEIGO",32.6051051,-117.0861129
"RIMBEY AVENUE, SAN DEIGO",32.5682265,-117.0905975
"CUSTER STREET, SAN DEIGO",32.7635713,-117.19998
"FARNHAM STREET, SAN DEIGO",32.8328356,-117.1266632
"VALENCIA DRIVE, SAN DEIGO",32.7633136,-117.0552538
"BELLE FLEUR WAY, SAN DEIGO",32.9492378,-117.1024292
"GALVIN AVENUE, SAN DEIGO",32.920562,-117.122574
"STORK STREET, SAN DEIGO",32.7114142,-117.0611859
"RAY STREET, SAN DEIGO",32.7447533,-117.1292257
"MONUMENT ROAD, SAN DEIGO",32.5444413,-117.0932818
"SUNSET LANE, SAN DEIGO",32.5581746,-117.054293
"DONZEE STREET, SAN DEIGO",32.8042845,-117.1528962
"CASTLE AVENUE, SAN DEIGO",32.7450066,-117.0915508
"LAHITTE COURT, SAN DEIGO",32.8553431,-117.2163651
"MANGO DRIVE, SAN DEIGO",32.9491981,-117.2474184
"HARTFIELD AVENUE, SAN DEIGO",32.9580309,-117.2311485
"ACAMA STREET, SAN DEIGO",32.9266339,-117.1567332
"FABER WAY, SAN DEIGO",32.769931,-117.0807963
"UTICA DRIVE, SAN DEIGO",32.6727155,-117.0471342
"POINSETTIA DRIVE, SAN DEIGO",32.7453198,-117.2251549
"MONTEZUMA  , SAN DEIGO",32.7707732,-117.0769362
"CANTERBURY DRIVE, SAN DEIGO",32.7710366,-117.1087247
"PACIFICA DRIVE, SAN DEIGO",32.8158129,-117.2265601
"CLOUDESLY DRIVE, SAN DEIGO",33.048033,-117.0626524
"BLUEHAVEN COURT, SAN DEIGO",32.5585662,-117.0657473
"WINLOW STREET, SAN DEIGO",32.7412289,-117.0783759
"LA DORNA STREET, SAN DEIGO",32.7717649,-117.0590048
"SULLIVAN AVENUE, SAN DEIGO",32.7070278,-117.0601819
"SEA BREEZE DRIVE, SAN DEIGO",32.677376,-117.0621415
"SARATOGA AVENUE, SAN DEIGO",32.7460198,-117.2454837
"GIFFORD WAY, SAN DEIGO",32.7840818,-117.1744543
"REMINGTON ROAD, SAN DEIGO",32.7752744,-117.0806435
"WOMBLE ROAD, SAN DEIGO",32.7354216,-117.2169842
"MYKONOS LANE, SAN DEIGO",32.9468835,-117.2298412
"COUNTRYSIDE DRIVE, SAN DEIGO",32.7700502,-117.0836373
"SANTA ISABEL DRIVE, SAN DEIGO",32.6973429,-117.0792484
"ROYAL GORGE DRIVE, SAN DEIGO",32.8160968,-117.052324
"HUGHES STREET, SAN DEIGO",32.7459108,-117.0683977
"METRO STREET, SAN DEIGO",32.766468,-117.1970886
"FLOREY STREET, SAN DEIGO",32.8579235,-117.1914339
"EAST DRIVE, SAN DEIGO",32.7517099,-117.2087766
"BIRD ROCK AVENUE, SAN DEIGO",32.8157764,-117.2698037
"LLOYD STREET, SAN DEIGO",32.7963812,-117.2064518
"BANDINI STREET, SAN DEIGO",32.7470056,-117.188518
"PENDIENTE COURT, SAN DEIGO",32.8151012,-117.0839423
"23RD STREET, SAN DEIGO",32.7163209,-117.1431632
"PASEO DE LAS AMERICA  , SAN DEIGO",32.5564843,-116.9360525
"DYLAN STREET, SAN DEIGO",32.684033,-117.0425455
"CALAIS DRIVE, SAN DEIGO",32.9447425,-117.2468043
"COLLEGE WAY, SAN DEIGO",32.7595133,-117.0670431
"GOLDFIELD STREET, SAN DEIGO",32.7806389,-117.2053607
"MT FORAKER AVENUE, SAN DEIGO",32.823761,-117.1886635
"TEMECULA STREET, SAN DEIGO",32.7516343,-117.231452
"POTOMAC RIDGE ROAD, SAN DEIGO",33.0162154,-117.1296866
"ACACIA STREET, SAN DEIGO",32.6903668,-117.1144777
"WEXFORD STREET, SAN DEIGO",32.9389085,-117.0988539
"MONTALVO STREET, SAN DEIGO",32.7496766,-117.2318336
"FORWARD STREET, SAN DEIGO",32.8142854,-117.2671886
"DE LA VALLE  , SAN DEIGO",32.9909518,-117.2162847
"ALMAZON STREET, SAN DEIGO",32.9941428,-117.0930482
"RHOADES ROAD, SAN DEIGO",32.6720778,-117.0520273
"VISTA HORIZON STREET, SAN DEIGO",32.7029668,-117.1049719
"I-8  , SAN DEIGO",32.75966,-117.1743406
"WHITTIER STREET, SAN DEIGO",32.736724,-117.2226449
"CUYAMACA AVENUE, SAN DEIGO",32.7015498,-117.1065302
"VIA ESTRADA  , SAN DEIGO",32.8340897,-117.2549306
"BENDIGO ROAD, SAN DEIGO",32.9124408,-117.1551705
"SCHOOL STREET, SAN DEIGO",32.762308,-117.1189648
"ANGELIQUE STREET, SAN DEIGO",32.9310812,-117.0719966
"ADERMAN AVENUE, SAN DEIGO",32.907857,-117.1621243
"UNIVERSITY PLACE, SAN DEIGO",32.7482167,-117.167595
"ALVERSON ROAD, SAN DEIGO",32.5571514,-117.0515679
"ESCOBAR DRIVE, SAN DEIGO",32.8237432,-117.0999349
"NAPLES PLACE, SAN DEIGO",32.76902159999999,-117.2013322
"CAMINO DE LA REINA  , SAN DEIGO",32.7681203,-117.1537622
"LEWISON DRIVE, SAN DEIGO",32.8002409,-117.078531
"RANCHO HILLS DRIVE, SAN DEIGO",32.6723208,-117.0586008
"ABRA DRIVE, SAN DEIGO",33.0220695,-117.0544506
"KEEN DRIVE, SAN DEIGO",32.6739685,-117.0494189
"CIVITA BOULEVARD, SAN DEIGO",32.7774793,-117.1476986
"QUAIL STREET, SAN DEIGO",32.7142526,-117.1096941
"GLADE STREET, SAN DEIGO",32.7450391,-117.0633087
"DUPONT STREET, SAN DEIGO",32.7152686,-117.2459097
"KENAMAR DRIVE, SAN DEIGO",32.8866477,-117.155459
"UDALL STREET, SAN DEIGO",32.7382518,-117.2271889
"COLE STREET, SAN DEIGO",32.8385746,-117.2014133
"BAHIA LANE, SAN DEIGO",32.818457,-117.238232
"ACE STREET, SAN DEIGO",32.7435116,-117.0788211
"BELT STREET, SAN DEIGO",32.7273608,-117.1735734
"HARDING AVENUE, SAN DEIGO",32.70359,-117.1136145
"LINDO PASEO, SAN DEIGO",32.7716467,-117.0728154
"BAYVIEW HEIGHTS WAY, SAN DEIGO",32.7237627,-117.0762724
"ZAPATA AVENUE, SAN DEIGO",32.9252514,-117.1461071
"HIXSON AVENUE, SAN DEIGO",32.725246,-117.1053465
"RADIO DRIVE, SAN DEIGO",32.72089220000001,-117.0621361
"SKY PARK COURT, SAN DEIGO",32.8153557,-117.1267055
"ROANOKE STREET, SAN DEIGO",32.6730548,-117.0622715
"FATHER JUNIPERO SERR TRAIL, SAN DEIGO",32.8329967,-117.0473714
"FONTAINE STREET, SAN DEIGO",32.8019057,-117.0754012
"OLD QUARRY ROAD, SAN DEIGO",32.7863331,-117.1272246
"BROWNING STREET, SAN DEIGO",32.7412251,-117.2225337
"JESSOP LANE, SAN DEIGO",32.7460003,-117.1979199
"FALCON STREET, SAN DEIGO",32.7520726,-117.1704448
"BLACKSHAW LANE, SAN DEIGO",32.5594493,-117.0550343
"BONSALL STREET, SAN DEIGO",32.7115637,-117.0313872
"EDGEWARE ROAD, SAN DEIGO",32.7627848,-117.1053086
"VISION DRIVE, SAN DEIGO",32.8808724,-117.2120329
"COPLEY PARK PLACE, SAN DEIGO",32.8359608,-117.1552675
"DAVID STREET, SAN DEIGO",32.7784666,-117.1694443
"GULLSTRAND STREET, SAN DEIGO",32.8525308,-117.1909789
"BOOTES STREET, SAN DEIGO",32.92671,-117.1317025
"LA PAZ DRIVE, SAN DEIGO",32.6985049,-117.0834718
"ROLANDO COURT, SAN DEIGO",32.7674476,-117.0575546
"MONTECITO WAY, SAN DEIGO",32.7528438,-117.1627242
"LOFBERG STREET, SAN DEIGO",32.8119152,-117.1066331
"VIA ABACA  , SAN DEIGO",32.9187142,-117.1362115
"LIPMANN STREET, SAN DEIGO",32.8572005,-117.1980253
"MONONGAHELA STREET, SAN DEIGO",32.8338644,-117.2282356
"CAMPUS AVENUE, SAN DEIGO",32.75748110000001,-117.1487857
"FOOTHILL ROAD, SAN DEIGO",32.5607107,-117.0503435
"WILLOW STREET, SAN DEIGO",32.7332875,-117.2263223
"DALBERGIA STREET, SAN DEIGO",32.688625,-117.117882
"PERSHING AVENUE, SAN DEIGO",32.7448563,-117.1346678
"CHELSEA STREET, SAN DEIGO",32.8088357,-117.2653224
"CAMTO VISTANA  , SAN DEIGO",32.9736738,-117.1598287
"MELBOURNE DRIVE, SAN DEIGO",32.7954124,-117.1255983
"KANTOR STREET, SAN DEIGO",32.8495362,-117.1925167
"CYPRESS AVENUE, SAN DEIGO",32.744328,-117.1487539
"CIBOLA ROAD, SAN DEIGO",32.806302,-117.0543293
"KARNES WAY, SAN DEIGO",32.8169344,-117.2180546
"HAZARD WAY, SAN DEIGO",32.8356751,-117.12749
"VICKERS STREET, SAN DEIGO",32.8272643,-117.150423
"DESERT VIEW DRIVE, SAN DEIGO",32.8255143,-117.2358619
"LINBROOK DRIVE, SAN DEIGO",32.7772213,-117.1658659
"GARRISON STREET, SAN DEIGO",32.7276843,-117.2318378
"NEALE STREET, SAN DEIGO",32.746874,-117.1792782
"PESCADERO AVENUE, SAN DEIGO",32.7358544,-117.2499573
"KENALAN DRIVE, SAN DEIGO",32.5730815,-117.0488396
"CARDINAL ROAD, SAN DEIGO",32.7914484,-117.1573394
"COLLURA STREET, SAN DEIGO",32.73736239999999,-117.083984
"REGENTS PARK ROW, SAN DEIGO",32.8726613,-117.2198291
"PADGETT STREET, SAN DEIGO",32.8953859,-117.12698
"CADIZ STREET, SAN DEIGO",32.7436945,-117.209721
